"date","y","pty","p","wg","v_u","ur","vr","short","iesr","iesr_citi","ielr_citi","catchup"
2014-01-01,3.24236392493162,-0.37373372083529,0.371771561746215,0.933489338488158,0.316858101148291,6.576247,2.08373713710215,-0.617603,2.8,2.1,2.8,-1.87579894223293
2014-04-01,3.69858784226977,0,2.80996536934346,0.931315903836349,0.354957361986863,6.131813,2.17653216667675,-0.684157,2.6,2.1,3,-1.89407064592859
2014-07-01,3.10804974155445,0.267237407944032,0.1638173459515,1.85615182260115,0.382349442131486,5.944006,2.2726873781262,-0.810451,2.8,1.9,3,-1.75449710409614
2014-10-01,2.77554717278718,0.535337019721194,0.377988834867793,4.60304274059169,0.404715573236037,5.643817,2.28414063239429,-0.387933,2.5,1.5,2.7,-2.66911422202276
2015-01-01,1.07744030717072,0.42826814294612,-2.9495202500101,3.64467214050244,0.424818306827407,5.492982,2.33351931267342,-0.378468,1.9,1.4,2.8,-2.69943717496184
2015-04-01,2.46834136602985,0.532486395832921,2.34110246796035,1.80995783931586,0.432098529296483,5.507643,2.37984444019007,-0.859936,2.2,1.4,2.7,-2.61665290030761
2015-07-01,1.50796381501266,0.906691511901947,0.269042777287964,1.80180484844179,0.457012144137726,5.165372,2.36063773298898,-0.388595,2,1.5,2.7,-2.7903465424735
2015-10-01,2.24269043499987,-0.0536193080876046,0.608009004372434,0.89786794152964,0.466533332739748,5.061309,2.36126935579568,-0.587977,2,1.3,2.7,-2.43284150009734
2016-01-01,1.41049276771241,0.426896936901811,-1.83348422579002,5.34529112486695,0.470855853427501,5.000594,2.35455895551444,-0.640087,1.8,1.5,2.8,-1.55383249404232
2016-04-01,2.2504707006135,0.638986332319957,2.35959031996771,1.76600728364669,0.481662123006917,4.88823,2.3544752395461,-0.281545,2,1.5,2.5,-1.84921053104048
2016-07-01,1.692043243591,0.530227662439886,1.76060295664051,1.75824458921525,0.495540853462416,4.824516,2.39074477618308,-0.286401,2.2,1.7,2.6,-1.27632048620234
2016-10-01,2.4639924357345,0.634929166856368,2.52861417917352,1.75054983991956,0.50248156478896,4.703511,2.36342756728209,-0.219649,2.8,2.4,3,-0.79616919250207
2017-01-01,3.34287218252314,0.793247732398905,1.83470930325669,2.6115435529853,0.542738229019676,4.538351,2.46313658440968,0.077817,2.9,2.5,3,0.320879189759606
2017-04-01,2.51753515726136,0.526875265139282,4.70021720912612,2.59460369184268,0.563063254227614,4.337498,2.44228573908577,0.093772,2.8,2.6,3.1,0.706035912049209
2017-07-01,2.52305365086727,1.20110214194442,2.0481038763716,2.57788217705688,0.59269245312553,4.244465,2.51566237305545,0.55313,2.8,2.5,3.1,0.577911141981981
2017-10-01,2.93623153729925,2.10114948874236,3.32492924417309,2.56137481408274,0.591126299800143,4.308961,2.54714017191313,0.685116,2.9,2.7,3.3,0.176989908231875
2018-01-01,0.256515730683304,1.41444738455987,0.652262680203464,4.23284373221477,0.597675796744005,4.193386,2.50628531860516,0.436516,2.9,2.4,3,-0.218621747531431
2018-04-01,0.652088143363017,1.25398421985117,3.52565877359261,2.51837138272606,0.641812708485172,4.027192,2.58470300510982,0.432481,2.9,2.6,3.3,-0.412261356414809
2018-07-01,1.23407806597697,0.836839617776164,2.43405014427509,3.3333526236575,0.652640920128603,4.062583,2.65140790721882,0.463826,3,2.9,3.4,-0.315774789438936
2018-10-01,0.542891273977375,0.73070193967979,2.35949049345763,4.12800361279579,0.667023960591484,3.939577,2.62779225359512,0.46183,3.2,2.9,3.3,-0.657134477117802
2019-01-01,2.90841052615463,0.313808561461792,-0.888645182151393,4.08583736388728,0.666499195960821,3.841848,2.56058860300369,0.215718,3.2,2.7,3,-1.04236144270652
2019-04-01,1.24501942956243,0.417538960870978,4.20359157081016,3.238884093048,0.648005502001873,3.858334,2.50022166056089,-0.464055,3.1,2.6,3.3,-0.872878243402128
2019-07-01,2.82632346722949,0.308642955354044,1.59058201280295,3.21286867890542,0.64801943938484,3.800134,2.46256070426727,0.145191,3.3,2.9,3,-1.18374527627016
2019-10-01,0.00128777196266583,0.307693278718935,0.708724819434892,1.59680850781498,0.633985831761588,3.8938,2.46861403171327,0.050594,3.1,2.3,2.9,-1.79643669477585
2020-01-01,-10.7743546791795,0.308960818297876,0.110624908517565,1.59045935185596,0.472511475820484,4.092608,1.93380424603472,2.637959,3,3.2,3.1,-1.54661917210861
2020-04-01,-90.9196565058295,-1.25398421985117,0.049156807204298,-11.2683507866787,0.26020282074758,4.368344,1.13665543079577,2.239146,2.9,3,3.2,-2.48522786301007
2020-07-01,62.0757858087757,3.06782984809817,1.51107883805928,13.6422449946046,0.317832368355176,5.157955,1.63936505351942,0.630565,2.8,3.2,3.6,-2.70510365669599
2020-10-01,5.42998278323381,0.566724253705342,0.457593159090308,11.6626337165822,0.370319736602583,5.175198,1.91647796022621,1.690207,2.7,3.8,3.4,-2.56788657178214
2021-01-01,-4.17858321111026,1.43894822750217,0.413096918934386,3.05344994202841,0.424587541588053,4.831,2.05118241341189,2.277701,2.7,2.7,3.1,-2.39226856917793
2021-04-01,28.0116197759284,1.9870164324757,5.74261615319962,3.78432340169148,0.652318564964959,4.589364,2.99372733858184,2.781483,2.4,2.8,3.4,-0.868903732679102
2021-07-01,6.62262877739437,0.763373606539419,4.32229480205741,3.00189026162698,0.847704569445288,4.310349,3.65390254320393,3.38718,2.7,4.1,3.8,-0.0660997416795679
2021-10-01,5.89212226962559,1.112280447366,8.68532498365049,5.19970181745606,0.935246365462546,4.107599,3.84161703552759,4.423214,3.2,4,3.8,2.09083321446048
2022-01-01,2.90779040837208,1.36717378363427,5.38484254072422,7.31281793497942,1.0331626926453,3.823194,3.94998140754534,2.861087,4.3,6.1,4.4,3.33376961990794
2022-04-01,1.33861647438209,2.77849255774054,16.6990719243856,5.75549498083987,1.06706270555227,3.636234,3.88008969006115,2.437252,4.6,6.1,4,6.37288356270443
2022-07-01,0.455338921192094,-1.23463062951856,7.43528424839752,7.0798308397606,0.961676769889321,3.838614,3.69150591237193,1.029089,4.9,6.2,4.3,6.85113092428945
2022-10-01,1.30614063218246,1.21463462845224,11.3212486057392,8.33363476113682,0.883510947203807,3.87072,3.41982349356072,1.341716,4.8,5.7,3.6,7.01011182981164
2023-01-01,0.242181151325838,0.353358361154621,3.30371631176405,6.81447486102691,0.839916264760391,3.877244,3.25656029804464,-1.136784,3.9,5.4,3.7,5.3898302725716
2023-04-01,0.167674977753052,-0.300602107831383,10.3053152194391,9.34934047412348,0.706723975134912,4.343336,3.06953968326657,-1.092536,3.5,5,3.3,3.49139109633499
2023-07-01,-0.23135945597943,0.552491809329236,1.05453304297782,5.89691269488135,0.717861596534082,4.019,2.88508575647048,-0.646401,3.580106,4.2,3.3,1.59620329498006
2023-10-01,-0.830717912980106,-0.401608584863222,1.70594084548483,1.94647586046912,0.684298879023923,4.07104,2.78580810846155,-0.156782,3.266044,3.5,3.4,-0.707623645083539
2024-01-01,3.60763188282363,-0.653604078367609,0.84067249396611,5.78323327009223,0.62379328624571,4.371997,2.72722237608639,-0.342291,3.033214,3.3,3.4,-0.423384599533024
2024-04-01,1.82690943123589,-0.654921202295933,4.70747538551173,6.32924597569691,0.612694709342266,4.221137,2.58626830730889,-0.339994,2.814104,2.6,3,-1.42284455801488
2024-07-01,0.00311685478209256,-1.21463462845224,0.835070255334713,4.9922644894437,0.574857880541078,4.265542,2.45208043347895,0.105582,2.722315,3.2,3.6,-1.55781625492565
2024-10-01,0.38131972525548,NA,3.37126953378615,7.37348067553505,0.556471239472218,4.357488,2.42481674834531,-0.263774,2.965283,3.7,3.9,-0.827422082850325
2025-01-01,NA,NA,1.3843168609192,NA,NA,NA,NA,NA,3.394284,NA,NA,-0.458680991112053
